track_uri,track_name,album_name,artist_name(s),release_date,duration_(ms),popularity,explicit,added_by,added_at,genres,record_label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,standardized_track_name,pianist,year,sonata,movement
spotify:track:1XUkDGETpW4H7zxRfFG6vz,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": III. Rondo. Allegretto moderato",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,571280,0,False,mikaylab.,2026-02-15T23:19:42Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.317,0.0832,0,-23.225,1,0.037,0.987,0.894,0.0697,0.0851,112.497,4,"""Waldstein"", III.",Louis Lortie,1993.0,Waldstein,III
spotify:track:7ygOmPqEKiz2AIkkfrxCpJ,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave – Allegro di molto e con brio","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,436333,8,False,mikaylab.,2026-02-18T15:06:21Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.422,0.131,0,-20.688,0,0.0535,0.991,0.941,0.0911,0.0602,137.553,4,"""Pathétique"", I.",Wilhelm Kempff,1995.0,Pathétique,I
spotify:track:2YIEopBmaVBVsrCE4nUdp3,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,295000,8,False,mikaylab.,2026-02-18T15:06:21Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.341,0.00754,8,-30.313,1,0.0476,0.995,0.895,0.104,0.12,133.209,4,"""Pathétique"", II.",Wilhelm Kempff,1995.0,Pathétique,II
spotify:track:0gGZPnyWtzHitynJ7qpBTh,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondo. Allegro","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,271000,7,False,mikaylab.,2026-02-18T15:06:21Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.382,0.116,0,-21.156,0,0.0414,0.992,0.924,0.222,0.272,98.658,4,"""Pathétique"", III.",Wilhelm Kempff,1995.0,Pathétique,III
spotify:track:3p0oqsWcjhAR2F98MWMTeD,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight Sonata"": I. Adagio sostenuto","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,360600,12,False,mikaylab.,2026-02-18T15:06:29Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.199,0.004,1,-38.202,0,0.0497,0.996,0.926,0.088,0.302,70.123,1,"""Moonlight"", I.",Wilhelm Kempff,1995.0,Moonlight,I
spotify:track:5zTxnfHXTFdmbIb6rQ5ExO,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight Sonata"": II. Allegretto","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,139400,7,False,mikaylab.,2026-02-18T15:06:29Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.557,0.0267,1,-24.926,1,0.0485,0.996,0.943,0.121,0.577,96.511,4,"""Moonlight"", II.",Wilhelm Kempff,1995.0,Moonlight,II
spotify:track:4Nfve8hExSy7isIt1KhmJ0,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight Sonata"": III. Presto agitato","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,330000,8,False,mikaylab.,2026-02-18T15:06:29Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.283,0.19,6,-18.562,0,0.0421,0.991,0.894,0.112,0.127,77.579,4,"""Moonlight"", III.",Wilhelm Kempff,1995.0,Moonlight,III
spotify:track:4SAofftDsMmh88tVUv8Xhf,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro con brio","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,655000,7,False,mikaylab.,2026-02-18T15:06:29Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.277,0.198,0,-21.218,1,0.0372,0.99,0.928,0.139,0.146,154.269,4,"""Waldstein"", I.",Wilhelm Kempff,1995.0,Waldstein,I
spotify:track:6IVLNmpDtDbtWLU7fFpn8f,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": II. Introduzione. Adagio molto","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,185040,4,False,mikaylab.,2026-02-18T15:06:29Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.534,0.00372,0,-27.84,1,0.0562,0.994,0.927,0.0495,0.0629,48.132,4,"""Waldstein"", II.",Wilhelm Kempff,1995.0,Waldstein,II
spotify:track:0oUzSZauqZC0Qf216ogq7Y,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": III. Rondo. Allegretto moderato – Prestissimo","Beethoven: Piano Sonatas Nos.8, 14, 21 & 22",Ludwig van Beethoven;Wilhelm Kempff,1995-01-01,586960,5,False,mikaylab.,2026-02-18T15:06:29Z,"klassiek,klassieke piano,kamermuziek",Deutsche Grammophon (DG),0.359,0.128,0,-19.548,1,0.0315,0.99,0.901,0.0955,0.0998,107.333,4,"""Waldstein"", III.",Wilhelm Kempff,1995.0,Waldstein,III
